num_muestra,opc,LI,LS
1,NULOS,0.67738872,0.8795603399999999
1,OPINION_NO,1.4402013999999999,1.7847252
1,OPINION_SI,97.39083000000001,97.82779599999999
1,part,6.9656709999999995,7.219576600000001
2,NULOS,0.66415396,0.8384236599999999
2,OPINION_NO,1.4372422,1.764005
2,OPINION_SI,97.435492,97.848934
2,part,6.937159600000001,7.202717
3,NULOS,0.69665662,0.88252898
3,OPINION_NO,1.4876322000000002,1.8413435999999999
3,OPINION_SI,97.325994,97.769706
3,part,7.1245,7.394017999999999
4,NULOS,0.6763781,0.8663148199999998
4,OPINION_NO,1.3637318,1.6829195999999997
4,OPINION_SI,97.49642200000001,97.91881599999999
4,part,7.0432445999999995,7.300487599999999
5,NULOS,0.76000066,0.9698169399999998
5,OPINION_NO,1.495786,1.8240295999999996
5,OPINION_SI,97.25774,97.706256
5,part,6.997841,7.2461938
6,NULOS,0.6157564600000001,0.79299116
6,OPINION_NO,1.4513353999999998,1.7974898
6,OPINION_SI,97.470698,97.893716
6,part,6.849317800000001,7.0992104000000005
7,NULOS,0.61024988,0.7912668199999998
7,OPINION_NO,1.4633736000000002,1.8021214
7,OPINION_SI,97.46308,97.87572
7,part,6.9968840000000005,7.2785316
8,NULOS,0.67489916,0.8532810999999998
8,OPINION_NO,1.3324368,1.6381875999999997
8,OPINION_SI,97.543932,97.950674
8,part,6.97174,7.225939
9,NULOS,0.69228992,0.8732447999999998
9,OPINION_NO,1.4851934,1.8128901999999998
9,OPINION_SI,97.361056,97.784936
9,part,6.975456,7.2734924
10,NULOS,0.61791114,0.8032447599999999
10,OPINION_NO,1.4291792,1.7760972
10,OPINION_SI,97.47996,97.915304
10,part,6.956757399999999,7.2174848
11,NULOS,0.70181308,0.88894686
11,OPINION_NO,1.3587116000000001,1.6619508
11,OPINION_SI,97.501094,97.898016
11,part,6.971869999999999,7.248254400000001
12,NULOS,0.6527227199999999,0.8312766999999999
12,OPINION_NO,1.4807514,1.8370516
12,OPINION_SI,97.383332,97.81316400000001
12,part,6.9626722,7.2157446
13,NULOS,0.68251902,0.87378712
13,OPINION_NO,1.4927898,1.8501407999999997
13,OPINION_SI,97.332496,97.768956
13,part,6.913543799999999,7.147972799999999
14,NULOS,0.70657444,0.9179025799999999
14,OPINION_NO,1.3664014,1.6922316
14,OPINION_SI,97.448898,97.873214
14,part,7.034712399999998,7.300441199999999
15,NULOS,0.65456258,0.8409379799999999
15,OPINION_NO,1.3834076,1.6941174000000003
15,OPINION_SI,97.52567,97.926518
15,part,7.0003474,7.2674134000000015
16,NULOS,0.63048832,0.81667306
16,OPINION_NO,1.4619908000000001,1.7811108
16,OPINION_SI,97.438938,97.864054
16,part,7.0306669999999984,7.2887319999999995
17,NULOS,0.64782394,0.84466676
17,OPINION_NO,1.4238051999999999,1.7477782000000002
17,OPINION_SI,97.456036,97.883552
17,part,7.014416,7.264472200000001
18,NULOS,0.6897282600000001,0.8896401599999999
18,OPINION_NO,1.4127654,1.731042
18,OPINION_SI,97.440644,97.85750399999999
18,part,6.9674276,7.216173399999999
19,NULOS,0.69000642,0.87355738
