num_muestra,opc,LI,LS
1,NULOS,0.60785538,0.74188622
1,OPINION_NO,1.5182988,1.7321543999999998
1,OPINION_SI,97.570298,97.830414
1,part,7.0127863999999995,7.280615600000001
2,NULOS,0.56990838,0.70527568
2,OPINION_NO,1.495746,1.6817882000000002
2,OPINION_SI,97.65157200000002,97.892602
2,part,6.8936864,7.167003599999999
3,NULOS,0.59800644,0.7208448000000001
3,OPINION_NO,1.4841206,1.6807153999999997
3,OPINION_SI,97.646086,97.874488
3,part,6.9502684,7.202993599999999
4,NULOS,0.52980078,0.6406031200000001
4,OPINION_NO,1.4930988,1.6856073999999999
4,OPINION_SI,97.710768,97.948108
4,part,7.205065199999999,7.470046399999999
5,NULOS,0.5748439999999999,0.7015863
5,OPINION_NO,1.54,1.7371948000000001
5,OPINION_SI,97.59989,97.853906
5,part,7.0144308,7.295283800000001
6,NULOS,0.5880907799999999,0.71999644
6,OPINION_NO,1.5063086,1.7059461999999996
6,OPINION_SI,97.61488200000001,97.86020599999999
6,part,7.157903999999999,7.4179286
7,NULOS,0.5953682,0.7290071399999999
7,OPINION_NO,1.4855502,1.6906479999999997
7,OPINION_SI,97.63078,97.871702
7,part,6.9569328,7.2149928
8,NULOS,0.54916772,0.68058548
8,OPINION_NO,1.5727018,1.7832296
8,OPINION_SI,97.576792,97.841508
8,part,6.8366644,7.0754766
9,NULOS,0.5509921799999999,0.67415806
9,OPINION_NO,1.4866666,1.6815871999999998
9,OPINION_SI,97.686198,97.92470999999999
9,part,7.068963,7.3227098
10,NULOS,0.56567354,0.68635444
10,OPINION_NO,1.4543842,1.6489439999999997
10,OPINION_SI,97.71278600000001,97.936504
10,part,6.951026799999998,7.219344000000001
11,NULOS,0.61161114,0.7483128
11,OPINION_NO,1.4644622,1.6749610000000001
11,OPINION_SI,97.625674,97.882826
11,part,6.943261599999999,7.200282200000001
12,NULOS,0.61872882,0.76360346
12,OPINION_NO,1.5367739999999999,1.74716
12,OPINION_SI,97.53468600000001,97.79901199999999
12,part,6.924503800000001,7.171654000000001
13,NULOS,0.6129711,0.74786144
13,OPINION_NO,1.4722174,1.6658237999999999
13,OPINION_SI,97.63508599999999,97.873126
13,part,7.132347599999999,7.384386
14,NULOS,0.61934616,0.75055112
14,OPINION_NO,1.484449,1.6735350000000002
14,OPINION_SI,97.62069600000001,97.847608
14,part,6.868266200000001,7.1200795999999995
15,NULOS,0.61257104,0.7538340800000001
15,OPINION_NO,1.4761170000000001,1.6780737999999997
15,OPINION_SI,97.613764,97.863402
15,part,6.9526662,7.207576800000001
16,NULOS,0.58157576,0.7187834399999999
16,OPINION_NO,1.5271124,1.7376264000000003
16,OPINION_SI,97.58888,97.84201999999999
16,part,7.01338,7.28452
17,NULOS,0.57498846,0.71818824
17,OPINION_NO,1.467379,1.6659344
17,OPINION_SI,97.669178,97.91311599999999
17,part,6.9294208,7.189391199999999
18,NULOS,0.54695854,0.6702897999999999
18,OPINION_NO,1.5028568,1.7188275999999998
18,OPINION_SI,97.656464,97.906728
18,part,7.0099572,7.2672498
19,NULOS,0.5527850999999999,0.68287204
19,OPINION_NO,1.528589,1.7323410000000001
19,OPINION_SI,97.63718,97.87581
19,part,7.1606424,7.4209852000000005
20,NULOS,0.586932,0.7148194
20,OPINION_NO,1.4972876000000002,1.7063472
20,OPINION_SI,97.620796,97.87590800000001
20,part,7.1025827999999995,7.372707199999999
21,NULOS,0.54344732,0.6644736800000001
21,OPINION_NO,1.4956492,1.6876444000000002
21,OPINION_SI,97.690378,97.917806
21,part,7.159169200000001,7.4143778000000005
22,NULOS,0.5979880999999999,0.72855454
22,OPINION_NO,1.443556,1.6367699999999998
22,OPINION_SI,97.691482,97.91490600000002
22,part,7.035973200000001,7.296569800000001
23,NULOS,0.5612473200000001,0.68964468
23,OPINION_NO,1.5200631999999998,1.7277102000000002
23,OPINION_SI,97.625974,97.87514
23,part,7.0502953999999995,7.311689999999999
24,NULOS,0.591638,0.7147296999999999
24,OPINION_NO,1.4521718,1.6480790000000003
24,OPINION_SI,97.687392,97.908302
24,part,6.978298200000001,7.2119686000000005
25,NULOS,0.5806466,0.7096849199999999
25,OPINION_NO,1.5327921999999998,1.7301570000000002
25,OPINION_SI,97.603554,97.837906
25,part,7.098768999999999,7.3597562000000005
26,NULOS,0.56298684,0.69109258
26,OPINION_NO,1.5240598,1.7273100000000003
26,OPINION_SI,97.623946,97.8672
26,part,7.042748600000001,7.303926799999999
27,NULOS,0.6163727,0.7562357000000001
27,OPINION_NO,1.5172134,1.7373916
27,OPINION_SI,97.551562,97.827002
27,part,6.814445399999999,7.063584199999999
28,NULOS,0.5746526399999999,0.7143197
28,OPINION_NO,1.5508594,1.7673933999999998
28,OPINION_SI,97.56938600000001,97.82825000000001
28,part,7.027163800000001,7.305681999999999
29,NULOS,0.5601529,0.68591556
29,OPINION_NO,1.4064026,1.5952704000000002
29,OPINION_SI,97.768038,97.992604
29,part,6.8653091999999996,7.124890000000001
30,NULOS,0.5660894,0.69041854
30,OPINION_NO,1.479209,1.6657019999999998
30,OPINION_SI,97.68479400000001,97.91370800000001
30,part,6.946927799999999,7.200458600000001
31,NULOS,0.57864036,0.69975664
31,OPINION_NO,1.4387359999999998,1.6248175999999999
31,OPINION_SI,97.71869,97.939802
31,part,7.0606892000000006,7.3264396000000005
32,NULOS,0.5585151199999999,0.68130038
32,OPINION_NO,1.4214192,1.6336004000000002
32,OPINION_SI,97.732982,97.981438
32,part,7.0062552,7.2598576
33,NULOS,0.5614098000000001,0.691669
33,OPINION_NO,1.4665782,1.6817544
33,OPINION_SI,97.67038,97.928208
33,part,6.9007362,7.1365382
34,NULOS,0.57395932,0.70227812
34,OPINION_NO,1.4171923999999998,1.6135936
34,OPINION_SI,97.729658,97.960462
34,part,6.9265262,7.1806802
35,NULOS,0.5882641200000001,0.71682214
35,OPINION_NO,1.5169603999999999,1.7159316
35,OPINION_SI,97.61759400000001,97.856404
35,part,7.054766399999999,7.355072999999999
36,NULOS,0.59476072,0.7303999799999998
36,OPINION_NO,1.4965088,1.6979815999999999
36,OPINION_SI,97.61938599999999,97.869504
36,part,7.0498118,7.2881478
37,NULOS,0.57330136,0.6956065
37,OPINION_NO,1.5585894,1.7516732
37,OPINION_SI,97.58518600000001,97.82702599999999
37,part,7.0656158,7.300046200000001
38,NULOS,0.5696250599999999,0.6968203799999999
