"num_muestra","opc","LI","LS"
1,"OPINION_SI",95.156461706501,97.8318148115419
1,"OPINION_NO",1.46867024921979,1.73339109408121
1,"NULOS",0.624676928528228,3.29168931481561
1,"PART",6.93302167605585,7.43188775268717
2,"OPINION_SI",90.745447390152,96.8481641613676
2,"OPINION_NO",1.36245119239647,1.60416278612067
2,"NULOS",1.59404653006296,7.82718960087266
2,"PART",7.01766725506016,7.6968732301043
3,"OPINION_SI",89.9997599817874,96.0144451203299
3,"OPINION_NO",1.39594436307206,1.61250902847846
3,"NULOS",2.46043306172259,8.53495337786352
3,"PART",7.20419955458271,7.89743020612395
4,"OPINION_SI",88.8552998521033,95.3386482979416
4,"OPINION_NO",1.29601930159798,1.512919959354
4,"NULOS",3.23342733580445,9.78552888013403
4,"PART",7.24622387872475,8.0054060105406
5,"OPINION_SI",89.2008052710523,95.8054119686368
5,"OPINION_NO",1.2733924180897,1.46511125419543
5,"NULOS",2.76299146383781,9.5074269551728
5,"PART",7.19377081111202,7.90154414711955
6,"OPINION_SI",89.9108867077614,96.5397566652297
6,"OPINION_NO",1.3688178667208,1.58259317638735
6,"NULOS",1.97132197536037,8.69314569279576
6,"PART",7.04941576229905,7.70026939061999
7,"OPINION_SI",90.483794571735,96.2006301750389
7,"OPINION_NO",1.3972482101856,1.95524322241633
7,"NULOS",2.12186068505248,7.8519432394555
7,"PART",7.13096346674933,7.82680867550731
8,"OPINION_SI",87.6943642128597,94.7946521994612
8,"OPINION_NO",1.34375721831469,1.54134931485398
8,"NULOS",3.72749662947996,10.9013514497333
8,"PART",7.29704922663066,8.07685092508118
9,"OPINION_SI",92.1595558085358,96.7819258730604
9,"OPINION_NO",1.39658140774801,1.59598657512312
9,"NULOS",1.69461147141043,6.35062388566158
9,"PART",7.13777223954154,7.74559068997415
10,"OPINION_SI",93.0656995641392,97.4218933544943
10,"OPINION_NO",1.42916905486817,1.68695653860589
10,"NULOS",1.00840672253385,5.39181180462363
10,"PART",6.80508431714904,7.31002042374147
11,"OPINION_SI",87.0637779977776,95.2817103723897
11,"OPINION_NO",1.34561760049555,1.54118821122401
11,"NULOS",3.21373539066456,11.5293568505014
11,"PART",7.1660151408219,7.97052148449734
12,"OPINION_SI",94.953258350189,97.7729304881135
12,"OPINION_NO",1.43041021038171,1.64583452275204
12,"NULOS",0.683072529880764,3.55522049168871
12,"PART",7.01923452813576,7.5323922463748
13,"OPINION_SI",92.2270434378026,97.3004784914921
13,"OPINION_NO",1.47545561365156,1.78596013457251
13,"NULOS",1.02283893509839,6.24580015782031
13,"PART",7.03975687327615,7.67446000088019
14,"OPINION_SI",93.087084317483,97.3779219154912
14,"OPINION_NO",1.4592480010733,1.82187259525311
14,"NULOS",0.977373032530732,5.35859311750362
14,"PART",7.08880500662142,7.73299905001164
15,"OPINION_SI",91.815395090733,97.2979268257027
15,"OPINION_NO",1.43855041050583,1.63969293280555
15,"NULOS",1.15095280335895,6.71934183077067
15,"PART",6.86303781758302,7.44265951644638
16,"OPINION_SI",91.7087683542672,97.0219050265062
16,"OPINION_NO",1.41418853903115,1.66344053233649
16,"NULOS",1.43329701107488,6.85042532985892
16,"PART",7.10823300732021,7.7191418118669
17,"OPINION_SI",89.6472266566278,95.9012851620905
17,"OPINION_NO",1.37996224015934,1.57860652852087
17,"NULOS",2.60120449554566,8.94315510454278
17,"PART",7.10159913992889,7.73915812224751
18,"OPINION_SI",88.7312261074365,95.8649630207099
18,"OPINION_NO",1.35297992320923,1.56250255465166
18,"NULOS",2.63997644022861,9.86594655138528
18,"PART",7.14357779342302,7.91216334996975
19,"OPINION_SI",91.2084913192541,96.8077021166344
19,"OPINION_NO",1.41998756122897,1.75965114595524
19,"NULOS",1.59010420296084,7.25926754842784
19,"PART",7.21357338328667,7.86394124572898
20,"OPINION_SI",86.9387877276744,93.9982284440194
20,"OPINION_NO",1.32568562112796,1.77071600243763
20,"NULOS",4.4417089799248,11.6247452736168
20,"PART",7.47760755728307,8.21463348563908
21,"OPINION_SI",84.9990184557318,93.1625670222524
21,"OPINION_NO",1.32764755704797,1.53600399665246
21,"NULOS",5.37399586525696,13.6732061498386
21,"PART",7.43405901272351,8.31850022609842
22,"OPINION_SI",89.3616393610352,95.9980603883172
22,"OPINION_NO",1.32454018033113,1.54725810485824
22,"NULOS",2.52475814620953,9.2483182756992
22,"PART",7.01781882545078,7.71303084663962
23,"OPINION_SI",91.7965122329943,96.8939564415401
23,"OPINION_NO",1.36786066436509,1.617735241276
23,"NULOS",1.58870620695502,6.75299769348298
23,"PART",7.06360438706399,7.72098321029048
24,"OPINION_SI",92.2759487119768,97.4665366191201
24,"OPINION_NO",1.41755661117626,1.6409760084841
24,"NULOS",0.944642058095131,6.21887749165935
24,"PART",7.03318967825059,7.62873232735897
25,"OPINION_SI",90.5694877561421,96.42159810003
25,"OPINION_NO",1.33187889343882,1.5818454041446
25,"NULOS",2.08393942533456,8.02775961956817
25,"PART",7.10378292271493,7.86782328148689
26,"OPINION_SI",88.9369654178236,95.7988321364272
26,"OPINION_NO",1.42375729369479,1.88658764029104
26,"NULOS",2.53312971305653,9.5409664564061
26,"PART",6.93774809245453,7.66680627804678
27,"OPINION_SI",90.9601253746858,96.8636553158651
27,"OPINION_NO",1.45778037577857,1.72247398204156
27,"NULOS",1.57332801075172,7.61702450759989
27,"PART",7.04633366860946,7.71000532470832
28,"OPINION_SI",90.0488281705503,96.410675450243
28,"OPINION_NO",1.34687477298675,1.55873029397025
28,"NULOS",2.04578800596351,8.51210280259732
