num_muestra,opc,LI,LS
1,NULOS,0.60506206,0.71276598
1,OPINION_NO,1.4817432,1.6501720000000002
1,OPINION_SI,97.67727,97.873754
1,part,7.003095599999999,7.228936599999999
2,NULOS,0.68855504,0.8066883600000001
2,OPINION_NO,1.4627557999999998,1.6245636
2,OPINION_SI,97.606582,97.81421399999999
2,part,6.9680588000000006,7.171364399999999
3,NULOS,0.7492887000000001,0.8770232800000002
3,OPINION_NO,1.5127278,1.6763412000000002
3,OPINION_SI,97.490078,97.70581
3,part,7.106670600000001,7.3198968
4,NULOS,0.7677366600000001,0.90351596
4,OPINION_NO,1.4617104,1.6155354
4,OPINION_SI,97.527176,97.735716
4,part,6.9663759999999995,7.182525400000002
5,NULOS,0.73870602,0.8910802999999998
5,OPINION_NO,1.4043936,1.5543538000000001
5,OPINION_SI,97.594554,97.82200800000001
5,part,7.005958400000001,7.2313052
6,NULOS,0.70123358,0.8221623000000001
6,OPINION_NO,1.4711544,1.6373095999999996
6,OPINION_SI,97.58559799999999,97.79155999999999
6,part,6.9506570000000005,7.158279399999999
7,NULOS,0.74831114,0.87807684
7,OPINION_NO,1.4368774000000002,1.5904884000000001
7,OPINION_SI,97.575764,97.78305
7,part,7.0288198,7.2540756
8,NULOS,0.8702892800000003,1.2420642000000002
8,OPINION_NO,1.4918288,1.6519709999999996
8,OPINION_SI,97.180082,97.58489999999999
8,part,7.069908600000001,7.284065199999999
9,NULOS,0.68046958,0.8008280199999999
9,OPINION_NO,1.4979378,1.6622538
9,OPINION_SI,97.576584,97.786708
9,part,7.0236734,7.238401799999999
10,NULOS,0.64816442,0.7589366200000001
10,OPINION_NO,1.5146982,1.6783105999999999
10,OPINION_SI,97.597892,97.800208
10,part,6.8290983999999995,7.032950199999998
11,NULOS,0.8077081199999999,0.9429174199999999
11,OPINION_NO,1.5262304,1.6827158000000002
11,OPINION_SI,97.417298,97.637618
11,part,6.9452448,7.174586400000001
12,NULOS,0.63295818,0.73984322
12,OPINION_NO,1.5070442000000002,1.6745794
12,OPINION_SI,97.624852,97.824636
12,part,7.0656602,7.2826528
13,NULOS,0.6419312,0.75931896
13,OPINION_NO,1.4904916,1.6600141999999998
13,OPINION_SI,97.614782,97.835018
13,part,7.0206432,7.226381
14,NULOS,0.68320654,0.79557162
14,OPINION_NO,1.5420378000000001,1.7044247999999997
14,OPINION_SI,97.53926,97.738516
14,part,7.0211566,7.2379102
15,NULOS,0.68836872,0.81344844
15,OPINION_NO,1.527757,1.6828678
15,OPINION_SI,97.54018599999999,97.749608
15,part,6.890095200000001,7.097105000000001
16,NULOS,0.68646648,0.8089372000000001
16,OPINION_NO,1.4828894000000001,1.6435160000000004
16,OPINION_SI,97.586994,97.794504
16,part,7.083861,7.2999992
17,NULOS,0.7829223000000002,0.9507218199999998
17,OPINION_NO,1.5213602,1.6796918
17,OPINION_SI,97.417252,97.65393200000001
17,part,6.9995432,7.1931818000000005
18,NULOS,0.7319033,0.8707615400000001
18,OPINION_NO,1.5205882000000002,1.6765152
18,OPINION_SI,97.501996,97.712118
18,part,6.958244400000001,7.178770399999999
19,NULOS,0.6810566400000001,0.79514306
19,OPINION_NO,1.4876154,1.6513251999999998
19,OPINION_SI,97.58394600000001,97.80230399999999
19,part,7.143213600000001,7.3480562
20,NULOS,0.8556671200000001,1.0366406
20,OPINION_NO,1.4754642,1.6448285999999999
20,OPINION_SI,97.370436,97.61931
20,part,7.1778683999999995,7.408054999999999
21,NULOS,0.89075224,1.0981726
21,OPINION_NO,1.532543,1.6926840000000003
21,OPINION_SI,97.27467800000001,97.528104
21,part,7.142704599999999,7.3566291999999995
22,NULOS,0.75436374,0.89076638
22,OPINION_NO,1.4534973999999998,1.6193726
22,OPINION_SI,97.53152999999999,97.750946
22,part,6.9263354,7.1221526
23,NULOS,0.6553135999999999,0.7737096
23,OPINION_NO,1.4428097999999998,1.6027449999999999
23,OPINION_SI,97.65609799999999,97.863002
23,part,7.0172786,7.235064
24,NULOS,0.6488511,0.7645687999999999
24,OPINION_NO,1.4865054,1.6491118000000002
24,OPINION_SI,97.624968,97.830428
24,part,7.0758586,7.279577000000001
25,NULOS,0.71828934,0.8527799
25,OPINION_NO,1.465967,1.6219876000000002
25,OPINION_SI,97.571986,97.778716
25,part,7.009482800000002,7.217115800000001
26,NULOS,0.75011468,0.8784416999999999
26,OPINION_NO,1.5097787999999999,1.680647
26,OPINION_SI,97.48159000000001,97.70285
26,part,6.8485034,7.0610322000000005
27,NULOS,0.67544328,0.7957398999999998
27,OPINION_NO,1.5363796,1.7087022000000003
27,OPINION_SI,97.53448600000002,97.75311200000002
27,part,6.922534200000001,7.142494000000001
28,NULOS,0.7564441799999999,0.88841264
28,OPINION_NO,1.4905822000000002,1.6547588000000002
28,OPINION_SI,97.497394,97.7154
28,part,7.0145826,7.2224502
29,NULOS,0.72412658,0.8760260199999998
29,OPINION_NO,1.5110384,1.6857408
29,OPINION_SI,97.48249200000001,97.72307599999999
29,part,7.005222,7.231461200000002
30,NULOS,0.79075612,0.93718919999999994
30,OPINION_NO,1.5342826,1.6935661999999998
30,OPINION_SI,97.41338400000001,97.638302
30,part,7.056133000000001,7.278643999999999
31,NULOS,0.66508808,0.7860113400000001
31,OPINION_NO,1.5239974,1.6791147999999998
31,OPINION_SI,97.575398,97.77941200000001
31,part,6.894779400000001,7.1043994
32,NULOS,0.65315422,0.7614776200000001
32,OPINION_NO,1.4363198000000001,1.5911378
32,OPINION_SI,97.68179599999999,97.877224
32,part,7.034714200000002,7.242627799999999
